"title","city","address","phone","imageUrl","website","rank","categoryName","url","totalScore","state"
"Dr Suresh Patil Best Psychiatrist & Sexologist in Vasai मनोविकार,सेक्सविकार व व्यसनमुक्ती तज्ञ","Vasai-Virar","Ground floor, infront of chop stick hotel, Ruchin apartment, behind Sai nagar ground, Sai Nagar, Vasai West, Vasai-Virar, Maharashtra 401202, India","+91 84509 82044","https://lh5.googleusercontent.com/p/AF1QipNozjapvxCIYRcbJ7QZBug6_BrULqgPFJPMEBE=w408-h367-k-no","http://drsureshpatil.net.in/","17","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Suresh%20Patil%20Best%20Psychiatrist%20%26%20Sexologist%20in%20Vasai%20%E0%A4%AE%E0%A4%A8%E0%A5%8B%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0%2C%E0%A4%B8%E0%A5%87%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0%20%E0%A4%B5%20%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A4%A8%E0%A4%AE%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A5%80%20%E0%A4%A4%E0%A4%9C%E0%A5%8D%E0%A4%9E&query_place_id=ChIJ95Gd9b-u5zsR-X_XM72e7-E","4.9","Maharashtra"
"Dr.Saheefa psychology consultant","Virar","ACROPOLIS VIRAR BY ARKADE & BHOOMI, Rustomjee Global City, Virar West, Virar, Maharashtra 401303, India",,"https://lh5.googleusercontent.com/p/AF1QipMz_QGHBVQTpaalNZCsNjo7a0FmDYPc5p2I7kg9=w408-h536-k-no",,"16","Psychotherapist","https://www.google.com/maps/search/?api=1&query=Dr.Saheefa%20psychology%20consultant&query_place_id=ChIJ_TXt8Ryr5zsR2KJ94i2UTc0",,"Maharashtra"
"CURE HEALTH CENTER","Vasai-Virar, Nala Sopara","Shop No. 1, Sun nidhi park, D Mart Rd, behind fire brigade, Vasai East, Maharashtra 401208, India","+91 86006 06989","https://lh5.googleusercontent.com/p/AF1QipM-nkPybQYfIpPwNiEFQqNLBgBPiXvsFtFH1n-c=w408-h272-k-no","http://www.pacetopeace.in/","15","Psychiatrist","https://www.google.com/maps/search/?api=1&query=CURE%20HEALTH%20CENTER&query_place_id=ChIJtc_xgWqp5zsRR5hANhrSZ7Q","4.9","Maharashtra"
"Sujata Sane Psychotherapist","thane, Virar","shop no. 5, radha krishna apt, morya nagar, manvelpada road, near talwalkar gym 401305, Virar East, thane, Maharashtra 401305, India","+91 98605 37308","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=peKnbQ_3MH89bmKPfwGdXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.2031&pitch=0&thumbfov=100",,"13","Doctor","https://www.google.com/maps/search/?api=1&query=Sujata%20Sane%20Psychotherapist&query_place_id=ChIJKa0ORZCp5zsRPtTPVl37jlQ",,"Maharashtra"
"Dr Milind Barhate's psychiatric, Deaddiction & Sexology Clinic , Manobal Clinic","Vasai-Virar","201,New Happy Terrace Chs , Above Domino's Pizza, Ambadi Rd, near Panchavati Hotel, Vasai West, Vasai-Virar, Maharashtra 401202, India","+91 75071 09320","https://lh5.googleusercontent.com/p/AF1QipP_v_z5cDnVtu1iCUbVJoABHmngPpQZmyYP-ytX=w426-h240-k-no",,"14","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Milind%20Barhate's%20psychiatric%2C%20Deaddiction%20%26%20Sexology%20Clinic%20%2C%20Manobal%20Clinic&query_place_id=ChIJzabZQbiu5zsRkYOScGXTExk","4.8","Maharashtra"
"Dr Komal Joshi's Mohak Mind care and General medicine clinic","Virar","Shop no 411 ,4th floor, Raut Arcade, under ground, railway station subway, opposite virar east, Pimpal Wadi, Virar East, Virar, Maharashtra 401403, India","+91 86690 32337","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C-q1LfCeTgTRnAj0B_kqQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.29144&pitch=0&thumbfov=100",,"12","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Komal%20Joshi's%20Mohak%20Mind%20care%20and%20General%20medicine%20clinic&query_place_id=ChIJpbgGgAup5zsRKBwwH8fN144",,"Maharashtra"
"Dr. Mona Trivedi","Nala Sopara","401203, Sriprastha, Morya Nagar, Nala Sopara, Maharashtra 401203, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RQu9wlr7eH28CJ3j07-9nw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.4657&pitch=0&thumbfov=100",,"11","Medical clinic","https://www.google.com/maps/search/?api=1&query=Dr.%20Mona%20Trivedi&query_place_id=ChIJeVoJg2Cp5zsR-JEGmbo9SqQ","5","Maharashtra"
"saarthi counseling center","Virar","Shop no 17, Poonam Avenue, Global city, Rustomjee Global City, Virar West, Virar, Maharashtra 401303, India","+91 70388 81293","https://lh5.googleusercontent.com/p/AF1QipNxZ1oOdHdYE63gmoMdwRUaDu1txszhy0EsYkpc=w408-h725-k-no",,"9","Mental health service","https://www.google.com/maps/search/?api=1&query=saarthi%20counseling%20center&query_place_id=ChIJESTqcXWr5zsRgI6TFRmHuoE","5","Maharashtra"
"Mind care clinic","Vasai-Virar, Nala Sopara","1, Nalasopara Station Rd, Moregaon Talao, Nalasopara East, Vasai-Virar, Nala Sopara, Maharashtra 401209, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x8wYUT4NhqNjxRvkrbH5-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.07268&pitch=0&thumbfov=100",,"10","Mental health service","https://www.google.com/maps/search/?api=1&query=Mind%20care%20clinic&query_place_id=ChIJb3ON_DWp5zsReNhzsqRp2hk","5","Maharashtra"
"Shanti"" Neuropsychiatry Sexology & Child Guidance Clinic","Virar","B-02, Goradiya Apt, Behind Sai Leela Hotel, In front of Vijaya Bank, Virar, West, Virar, Maharashtra 401303, India","+91 99872 30222","https://lh5.googleusercontent.com/p/AF1QipO0qpGCLEfXCMVsGqtaPS1EtiJpJUAypprOzs-1=w427-h240-k-no","http://www.drsureshpatil.com/","8","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Shanti%22%20Neuropsychiatry%20Sexology%20%26%20Child%20Guidance%20Clinic&query_place_id=ChIJBaMRzoCp5zsRxHLX1DmDqGo","4","Maharashtra"
"Dr. Kirti's MANASPARSH Psychiatry clinic","Virar","226, Thakur Arcade, Third Floor, Above VIVA Supermarket,, Outside Virar Station,, Virar West,, Virar, Maharashtra 401303, India","+91 94221 00080","https://lh5.googleusercontent.com/p/AF1QipNwvlSK1qVbP3ZWkTdq35RC5BPQnOfnehXRT7lB=w684-h240-k-no","http://www.facebook.com/manasparsh/","7","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Kirti's%20MANASPARSH%20Psychiatry%20clinic&query_place_id=ChIJ5cI1OISp5zsRhsG2U3yDQpc",,"Maharashtra"
"Dr. Akshay Chordia, MD (Psychiatry, Sexology and Deaddiction)- ANANDVAN MIND CLINIC","Nala Sopara","CR97+3WJ Vidula CHS, Ram Laxman Marg, Panchal Nagar, Lakshmiben Chedda Nagar, Nalasopara West, Nala Sopara, Maharashtra 401203, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y20q6fhJ8-B81mp4eKM6JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.42057&pitch=0&thumbfov=100","http://www.anandvanwellnesscentre.com/","6","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Akshay%20Chordia%2C%20MD%20(Psychiatry%2C%20Sexology%20and%20Deaddiction)-%20ANANDVAN%20MIND%20CLINIC&query_place_id=ChIJWThOSJCp5zsRaoVd9lAN6fw","5","Maharashtra"
"VIBHAS Psychiatry Hospital and Rehabilitation Centre","Virar","Bungalow no 1, 2, Kishor Kunj, Opposite Old VIVA College, Narangi Bypass Rd, Virar West, Maharashtra 401303, India",,"https://lh5.googleusercontent.com/p/AF1QipM5JU5dbDE6D10CXrwgYVsWLez-x1RjmT9mt53S=w408-h544-k-no",,"5","Mental health clinic","https://www.google.com/maps/search/?api=1&query=VIBHAS%20Psychiatry%20Hospital%20and%20Rehabilitation%20Centre&query_place_id=ChIJ1Q59QhOr5zsRJ1qKwaIdfWI","4","Maharashtra"
"Mind to Heart Center for Psychotherapy & Counseling | Psychological Services","Virar","116, 2nd Floor, Thakur Arcade, Railway Station, opp. Nidan Lab, nr. Virar West Skywalk, Viva Super Market, Gaothan, Virar West, Virar, Maharashtra 401303, India","+91 76667 97599","https://lh5.googleusercontent.com/p/AF1QipO0tJxVU49MATnlZyXIEuN5EWnsGvEZ6J8FFqWa=w408-h408-k-no",,"4","Mental health service","https://www.google.com/maps/search/?api=1&query=Mind%20to%20Heart%20Center%20for%20Psychotherapy%20%26%20Counseling%20%7C%20Psychological%20Services&query_place_id=ChIJ4Yh0_EOp5zsRKXApeWOZti4","5","Maharashtra"
"Dr. Kirti Tandel's मन:स्पर्श (VIRAR) Psychiatry Clinic","Virar","ST Bus Depot, First Floor, Ashwini Hospital, Swapna Nagar Building no 1, beside Virar West, Virar West, Maharashtra 401303, India","+91 83780 33253","https://lh5.googleusercontent.com/p/AF1QipP7y3wUVf6mAp5I9y6KOCsbTsnfWVNjziWaubnM=w408-h297-k-no",,"3","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Kirti%20Tandel's%20%E0%A4%AE%E0%A4%A8%3A%E0%A4%B8%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%B6%20(VIRAR)%20Psychiatry%20Clinic&query_place_id=ChIJrSNzN4Sp5zsROrElB-BRgYI","4.9","Maharashtra"
"Dr Aziz Ahmed Quadri","Chhatrapati Sambhaji Nagar","V7QJ+PFJ, Nashik Road, Padegaon, Padegaon, Chhatrapati Sambhaji Nagar, Maharashtra 431002, India","+91 99232 22222","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=psHgfw0CIrOvUZmfmvD9qQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.33408&pitch=0&thumbfov=100",,"25","Doctor","https://www.google.com/maps/search/?api=1&query=Dr%20Aziz%20Ahmed%20Quadri&query_place_id=ChIJq6qqqjWY2zsRAJNBUwIvg64","4.4","Maharashtra"
"Dr suresh patil Best psychiatrist sexologist in virar","Virar","Ground Floor, Goradiya Apartment, Station Rd, near Sai Leela Hotel, opp. Vijaya Bank, Doghar Pada, Sheetal Nagar, Virar West, Virar, Maharashtra 401303, India","+91 99872 30222","https://lh5.googleusercontent.com/p/AF1QipMtligAlZSNHNZbYvL3aQ7ZmsxLJVytdAeaHX_z=w408-h612-k-no",,"2","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20suresh%20patil%20Best%20psychiatrist%20sexologist%20in%20virar&query_place_id=ChIJTzGjQEGq5zsRMIBG7C4NjNs","4.9","Maharashtra"
"Rathod Manas Hospital And Deaddiction Centre","Washim","Washim, Maharashtra 444505, India","+91 788 733 5500","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TI-gaMqUVxSIi1ognfjPSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.06743&pitch=0&thumbfov=100",,"26","Hospital","https://www.google.com/maps/search/?api=1&query=Rathod%20Manas%20Hospital%20And%20Deaddiction%20Centre&query_place_id=ChIJnz8lBLHj0DsR53LBWqbGMjA","4.9","Maharashtra"
"Dr Ajay Deshmukh","Satara, Pirwadi","M2V8+5M5, Ajinkya Colony, Sadar Bazar, Satara, Pirwadi, Maharashtra 415001, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SOYpMcyOnHZYXKwgWe4FEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.06685&pitch=0&thumbfov=100",,"40","Hospital department","https://www.google.com/maps/search/?api=1&query=Dr%20Ajay%20Deshmukh&query_place_id=ChIJO0GhpCk5wjsRbY1vB5QXnJA","5","Maharashtra"
"ShriSiddha Homoeopathic Consulting","Satara","Lily chambers, Powai Naka, Satara, Maharashtra 415001, India","+91 97669 23235","https://lh5.googleusercontent.com/p/AF1QipMxagtz4N9nHp3JKI8Wvv9G-1iQ5TJ3xrABI6Po=w427-h240-k-no",,"50","Doctor","https://www.google.com/maps/search/?api=1&query=ShriSiddha%20Homoeopathic%20Consulting&query_place_id=ChIJSfGNKDw5wjsRAsRAeziMpVo",,"Maharashtra"
"Yuva Parivartan","Tirora","Parash nagari, Bharat petrol station, Neharu Ward, Tirora, Maharashtra 441911, India","+91 88281 03531","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HWxQEEDabkV5aB6yx6jBhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.45819&pitch=0&thumbfov=100","http://www.yuvaparivartan.org/","22","Education center","https://www.google.com/maps/search/?api=1&query=Yuva%20Parivartan&query_place_id=ChIJ0WgQJhoFKzoR1Wqp5huxlsg",,"Maharashtra"
"Dr Deshbhratar","Kudwa","F5CP+VF7, Arihant Colony, Kudwa, Maharashtra 441614, India","+91 95033 95622","https://lh5.googleusercontent.com/p/AF1QipPKgrpVzh5PsnOxXRKS5_3TA4f6m1WGJ_SpfhJL=w408-h544-k-no",,"20","Doctor","https://www.google.com/maps/search/?api=1&query=Dr%20Deshbhratar&query_place_id=ChIJOcrvX1WpKzoRZcC-iQix5X0","4.9","Maharashtra"
"PANKAJ KODWANI","Gondia","Unnamed Road, Bajpai Ward, Shrinagar, Gondia, Maharashtra 441601, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PdnhCp4HORhwdoNzS7-_kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.64983&pitch=0&thumbfov=100",,"16","Doctor","https://www.google.com/maps/search/?api=1&query=PANKAJ%20KODWANI&query_place_id=ChIJYVemA8WpKzoRXCIpozcOwvg","5","Maharashtra"
"Yuva Parivartan","Tirora","9WXG+JP Yuva Parivartan, Tirora, Maharashtra 441911, India","+91 22 2647 9189","https://lh5.googleusercontent.com/p/AF1QipOCWKm2qVDfnS5uq6bHWc2RdV9h08-zlRkX0dki=w408-h306-k-no","http://www.yuvaparivartan.org/","14","Education center","https://www.google.com/maps/search/?api=1&query=Yuva%20Parivartan&query_place_id=ChIJ8_uvmOMFKzoRXCppKSjOLDk","3","Maharashtra"
"Dr. Trilok Guralwar","Gondia","F646+VJ4, 4th Ln, Bajaj Nagar, Gondia, Maharashtra 441601, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u-K-AcW10Jj6Y0jtzFqYag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.670116&pitch=0&thumbfov=100",,"13","Doctor","https://www.google.com/maps/search/?api=1&query=Dr.%20Trilok%20Guralwar&query_place_id=ChIJnWCb3wKvKzoRsfEGzVYaReM","5","Maharashtra"
"Dr Sneha Sharma Psychiatrist","Gondia","56, dolly clinic Indira gandhi stadium, Maharashtra 441610, India","+91 74477 57556","https://lh5.googleusercontent.com/p/AF1QipMK4EXWs4R5SQmMz-SJS7S3kx7EpUCCGQRIMdu6=w408-h306-k-no",,"10","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Sneha%20Sharma%20Psychiatrist&query_place_id=ChIJqSX4QNWvKzoR_PSjkbC9978","3.4","Maharashtra"
"SNEH-MANN CLINIC","Gondia","J. M. School, 1st Floor, Lakme Salon Building, Road, Kanhar Toli, Gondia, Maharashtra 441601, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a1YA6NOtgDXmT58CakZKpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.69528&pitch=0&thumbfov=100",,"6","Psychiatrist","https://www.google.com/maps/search/?api=1&query=SNEH-MANN%20CLINIC&query_place_id=ChIJ2cWPVRevKzoRVX7ZEFMf5wA","5","Maharashtra"
"manas clinic","Gondia","F55X+C92, near hanuman mandir, Civil Lines, Bajaj Nagar, Gondia, Maharashtra 441601, India",,"https://lh5.googleusercontent.com/p/AF1QipPfbTaz_t9tDrQK0PGAPXSojXAQbllERZWso_H2=w408-h725-k-no",,"4","Psychiatrist","https://www.google.com/maps/search/?api=1&query=manas%20clinic&query_place_id=ChIJdfcC8-uvKzoRjw3ew8wwigw","4.6","Maharashtra"
"ZiffyHealth Jivan e-Clinic","Satara","Gram Panchayat office, Karandi Village, Satara, Maharashtra 415002, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v7eD7gkNXAuESSivs-fKTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.5867&pitch=0&thumbfov=100","https://www.ziffytech.com/","49","Medical clinic","https://www.google.com/maps/search/?api=1&query=ZiffyHealth%20Jivan%20e-Clinic&query_place_id=ChIJ30rnKl85wjsRtAeHRR_Fi24",,"Maharashtra"
"Swa•Tantraa Wellness Pvt. Ltd.","Satara","Rukminikunj, 599, Guruwar Peth, Satara, Maharashtra 415002, India","+91 2162 228 201","https://lh5.googleusercontent.com/p/AF1QipO1AvKOo5JfSsWsJRRcX2X0-qeIILcQT1eGJurX=w493-h240-k-no","http://swadottantraa.com/","48","Wellness program","https://www.google.com/maps/search/?api=1&query=Swa%E2%80%A2Tantraa%20Wellness%20Pvt.%20Ltd.&query_place_id=ChIJcxlzppA5wjsRJEoW02ZwigU","4.9","Maharashtra"
"Dr. Ghorpade's Speciality Dental Institute (Implant Laser and Cosmetic Dental Clinic) - Root Canal Centre/Dentist in Satara","Satara","Dr. Ghorpade's Vitthal Leela Complex, Shivaji Circle, Powai Naka, Satara, Maharashtra 415001, India",,"https://lh5.googleusercontent.com/p/AF1QipOHxlaBLc6U1wMquAW-C7pZmy4XpdAg4AxKxKJ6=w464-h240-k-no",,"47","Dental clinic","https://www.google.com/maps/search/?api=1&query=Dr.%20Ghorpade's%20Speciality%20Dental%20Institute%20(Implant%20Laser%20and%20Cosmetic%20Dental%20Clinic)%20-%20Root%20Canal%20Centre%2FDentist%20in%20Satara&query_place_id=ChIJMz5E6pQ5wjsRX3Zjq1WXioo","4.9","Maharashtra"
"Nihar Clinic","Satara","sahyog hospital annex, behind civil hospital, Sadar Bazar, Satara, Maharashtra 415001, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j4VFvjb1PviIa1qQ8k69mQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.96686&pitch=0&thumbfov=100","https://book-appointment.healthplix.com/dr-rajashree-deshpande-psychiatrist-sadar-bazar-satara","46","Doctor","https://www.google.com/maps/search/?api=1&query=Nihar%20Clinic&query_place_id=ChIJFx9pPMk5wjsR63Y4oX2g1mI",,"Maharashtra"
"NAVACHETANA CARE CENTRE","Satara","Plot No 2, Chatrapati Pratapsinh Housing Society, 300/ 1A/ 302, MIDC, Old MIDC, Sambhaji Nagar, Satara, Maharashtra 415004, India","+91 90284 14549","https://lh5.googleusercontent.com/p/AF1QipPLcxmOlgkle2tJCZf0AYH7amHdrmv7rCQbotwv=w408-h544-k-no",,"45","Retirement home","https://www.google.com/maps/search/?api=1&query=NAVACHETANA%20CARE%20CENTRE&query_place_id=ChIJmZKzEFg5wjsREIoN8wk3ZAY","5","Maharashtra"
"Parivartan","Satara","M2V6+437, Parivartan Trust, Sadar Bazaar, behind Civil Hospital, Satara, Maharashtra 415001, India","+91 2162 227 307","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8pOXiicIlBmtyViEPUgA7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.04019&pitch=0&thumbfov=100",,"44","Corporate office","https://www.google.com/maps/search/?api=1&query=Parivartan&query_place_id=ChIJ8Qf2t8E5wjsREUrzs46056o","4.7","Maharashtra"
"Shri Mangalmurti Clinic & Research Centre Pvt Ltd","Satara","28, Kalyani Estate, opp. Zilla Parishad, Kalyani Nagar, Powai Naka, Satara, Maharashtra 415001, India","+91 91728 03040","https://lh5.googleusercontent.com/p/AF1QipMbHg3Aznxo9eKhI2CFhLQrBc8WoIwu8jL7R77V=w408-h272-k-no",,"43","Hospital","https://www.google.com/maps/search/?api=1&query=Shri%20Mangalmurti%20Clinic%20%26%20Research%20Centre%20Pvt%20Ltd&query_place_id=ChIJE_rtKuk5wjsRniz0b5I3648","4.6","Maharashtra"
"Dr vinayak jog","Satara","763, Shaniwar Peth, Guruwar Peth, Satara, Maharashtra 415002, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J8GoQ-wqQJVNd0fQw7_MbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.66359&pitch=0&thumbfov=100",,"42","Doctor","https://www.google.com/maps/search/?api=1&query=Dr%20vinayak%20jog&query_place_id=ChIJM5NAr-05wjsR_tdmVJRipzc","5","Maharashtra"
"Kulkarni Dr Varsha Prakash","Satara","First floor, Niramay Clinic, Udyog Bhawan Building, opp. Navrang Cloth Store, Powai Naka, Satara, Maharashtra 415001, India","+91 2162 235 511","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c6uXTGrS-ugr4Ow6pn971Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.8018&pitch=0&thumbfov=100",,"41","Doctor","https://www.google.com/maps/search/?api=1&query=Kulkarni%20Dr%20Varsha%20Prakash&query_place_id=ChIJvWvZCL45wjsR_ifxB1oU9B4","3.7","Maharashtra"
"Paranjape Dr Anjali Vishwanath","Satara","Uttekar Nagar, Shrinath Sagar Apartment, near Sahyog Hospital, Sadar Bazar, Satara, Maharashtra 415001, India","+91 2162 233 568","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6iwj1C49IT38U6zJ3dX2XQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.82411&pitch=0&thumbfov=100",,"39","Doctor","https://www.google.com/maps/search/?api=1&query=Paranjape%20Dr%20Anjali%20Vishwanath&query_place_id=ChIJAQAAAMM5wjsRtnEqH2MShtw","5","Maharashtra"
"Omkar Clinic","Satara","Arunoday Arcade, opp. Karad Urban Bank Visawa Camp, Satara, Maharashtra 415002, India","+91 98220 93793","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v7eD7gkNXAuESSivs-fKTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.5867&pitch=0&thumbfov=100",,"38","Doctor","https://www.google.com/maps/search/?api=1&query=Omkar%20Clinic&query_place_id=ChIJCwsF-jE5wjsRpTJ7SA277DI","5","Maharashtra"
"Dr Abhijeet Ghorpade","Koregaon","Laxminagar, Koregaon, Maharashtra 415501, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cydsfat1AXwL9L4yo0zgIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.455&pitch=0&thumbfov=100","https://book-appointment.healthplix.com/dr-abhijeet-s-ghorpade-psychiatry-laxmi-nagar-koregaon","37","Doctor","https://www.google.com/maps/search/?api=1&query=Dr%20Abhijeet%20Ghorpade&query_place_id=ChIJRxC4vxg1wjsRIMekgSc-MeA",,"Maharashtra"
"Deshpande Dr Rajashri Devatta","Satara","474, Shrinath Sagar, Sadar Bazar, Sadar Bazar, Satara, Maharashtra 415002, India","+91 2162 229 449","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6iwj1C49IT38U6zJ3dX2XQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.82411&pitch=0&thumbfov=100",,"36","Doctor","https://www.google.com/maps/search/?api=1&query=Deshpande%20Dr%20Rajashri%20Devatta&query_place_id=ChIJAQAAAMM5wjsR-BCo9Jgtt7E","4","Maharashtra"
"Dr. Sunil Yadav's Clinic","Satara","76/25, Girija Hospital, Maharashtra 415001, India","+91 98220 37390","https://lh5.googleusercontent.com/p/AF1QipO5urtVubM7KDE9vf_QeWvTILjXGZCTjJWNRcbg=w408-h725-k-no",,"35","Doctor","https://www.google.com/maps/search/?api=1&query=Dr.%20Sunil%20Yadav's%20Clinic&query_place_id=ChIJCWdYUO85wjsRCWOy6I0Rh24","5","Maharashtra"
"Dr. Amar Patil clinic","Satara","M2W4+RCR, Sadar Bazar, Satara, Maharashtra 415001, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TciT43SFqImNWfRrK9ro8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.47984&pitch=0&thumbfov=100",,"34","Mental health service","https://www.google.com/maps/search/?api=1&query=Dr.%20Amar%20Patil%20clinic&query_place_id=ChIJSa862-s5wjsRYk4nrsdmqvw","1","Maharashtra"
"Dr Sukhdev Apate MD","Satara","Plot no 16, Shree Ganesh Homoeopathic and Ayurvedic clinic, Rahimatpur Rd, Shri Samarth Nagar, MIDC, Satara, Maharashtra 415004, India","+91 93226 85503","https://lh5.googleusercontent.com/p/AF1QipMnTZuxoG99Xt57hStcmjxufz8bx8Vl9J2j4oTj=w426-h240-k-no",,"33","Homeopath","https://www.google.com/maps/search/?api=1&query=Dr%20Sukhdev%20Apate%20MD&query_place_id=ChIJqZJlaf85wjsRzANHEbDST4A","4.9","Maharashtra"
"Maitra Clinic & Saarth Sanmaan Psychiatric Rehabilitation Center","Satara","599, Bhavani Peth, Guruwar Peth, Satara, Maharashtra 415001, India","+91 2162 228 201","https://lh5.googleusercontent.com/p/AF1QipO0nMfcjyZKFSqcHEQGysOL1v9oSjbHPUPVd5F_=w408-h240-k-no-pi-0-ya359.72858-ro-0-fo100","http://maitraclinic.com/","29","Medical Center","https://www.google.com/maps/search/?api=1&query=Maitra%20Clinic%20%26%20Saarth%20Sanmaan%20Psychiatric%20Rehabilitation%20Center&query_place_id=ChIJSWasrJA5wjsR7ZYjSpDbj3E","3.8","Maharashtra"
"Manovedh Counselling Center Satara - Manovedh foundation Govt reg no: F/16984/SA","Satara","Shree Bunglow, Road, behind Bodhe Hospital, Koteshwar Colony, Shahupuri, Satara, Maharashtra 415002, India",,"https://lh5.googleusercontent.com/p/AF1QipMB1s91YBIbacBpe0xjfXxbUip2Y7GGbSrr4sYK=w532-h240-k-no","http://www.manovedh.in/","28","Psychologist","https://www.google.com/maps/search/?api=1&query=Manovedh%20Counselling%20Center%20Satara%20-%20Manovedh%20foundation%20Govt%20reg%20no%3A%20F%2F16984%2FSA&query_place_id=ChIJR6AwHbU5wjsRw8PfQmMNxgg","4.9","Maharashtra"
"Saad- Psychological Counselling and Occupational Therapy Centre","Satara","Z P Colony, Shahupuri, Satara, Maharashtra 415002, India","+91 84258 90266","https://lh5.googleusercontent.com/p/AF1QipMjEXprOWsL-5FfEbZwFhRQHsELRSiCChrrqr06=w408-h544-k-no",,"27","Medical clinic","https://www.google.com/maps/search/?api=1&query=Saad-%20Psychological%20Counselling%20and%20Occupational%20Therapy%20Centre&query_place_id=ChIJyxn5cX85wjsR_fOjABy0s8E","4.9","Maharashtra"
"PESHATTIWAR MULTISPECIALITY & CRITICAL CARE HOSPITAL","Brahmapuri","Bus Stop, Nagpur road, near Delanwadi, Sahakar Colony, Brahmapuri, Maharashtra 441206, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YEuTa08bI4JRb4xHUfj3pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.02405&pitch=0&thumbfov=100",,"26","Hospital","https://www.google.com/maps/search/?api=1&query=PESHATTIWAR%20MULTISPECIALITY%20%26%20CRITICAL%20CARE%20HOSPITAL&query_place_id=ChIJsfGIwBabLDoRrEaRybCRk8E","5","Maharashtra"
